Port:              P038
Site:              Aberdeen
Latitude:          57.14325
Longitude:         -2.07451
Start Date:        01JAN1947-00.00.00
End Date:          31DEC1947-23.00.00
Contributor:       National Oceanography Centre, Liverpool
Datum information: The data refer to Admiralty Chart Datum (ACD)
Parameter code:    ASLVZZ01 = Surface elevation (unspecified datum) of the water body                      
  Cycle    Date      Time      ASLVZZ01     Residual  
 Number yyyy mm dd hh mi ssf           f            f 
  1845) 1947/03/18 20:00:00      2.6575M      0.3613M 
  1846) 1947/03/18 21:00:00      3.1756M      0.4183M 
  1847) 1947/03/18 22:00:00      3.6328M      0.4675M 
  1848) 1947/03/18 23:00:00      3.8767M      0.4503M 
  1849) 1947/03/19 00:00:00      3.8767M      0.4375M 
  1850) 1947/03/19 01:00:00      3.5719M      0.3592M 
  1851) 1947/03/19 02:00:00      3.1756M      0.3814M 
  1852) 1947/03/19 03:00:00      2.6575M      0.3412M 
  1853) 1947/03/19 04:00:00      2.2003M      0.3071M 
  1854) 1947/03/19 05:00:00      2.0479M      0.4100M 
  1855) 1947/03/19 06:00:00      2.1088M      0.4549M 
  1856) 1947/03/19 07:00:00      2.4441M      0.5119M 
  1857) 1947/03/19 08:00:00      2.9623M      0.5862M 
  1858) 1947/03/19 09:00:00      3.4195M      0.5653M 
  1859) 1947/03/19 10:00:00      3.4195M      0.1613M 
  1860) 1947/03/19 11:00:00      3.6329M      0.1077M 
  1861) 1947/03/19 12:00:00      3.6329M      0.0888M 
  1862) 1947/03/19 13:00:00      3.3280M      0.0254M 
  1863) 1947/03/19 14:00:00      2.8099M     -0.0332M 
  1864) 1947/03/19 15:00:00      2.2917M      0.0193M 
  1865) 1947/03/19 16:00:00      1.8040M      0.0721M 
  1866) 1947/03/19 17:00:00      1.4383M      0.0973M 
  1867) 1947/03/19 18:00:00      1.4383M      0.2070M 
  1868) 1947/03/19 19:00:00      1.6516M      0.2152M 
  1869) 1947/03/19 20:00:00      2.1393M      0.2601M 
  1870) 1947/03/19 21:00:00      2.6575M      0.2199M 
  1871) 1947/03/19 22:00:00      3.2671M      0.2894M 
  1872) 1947/03/19 23:00:00      3.6633M      0.2323M 
  1873) 1947/03/20 00:00:00      3.8157M      0.1580M 
  1874) 1947/03/20 01:00:00      3.6633M      0.0966M 
  1875) 1947/03/20 02:00:00      3.2671M      0.0758M 
  1876) 1947/03/20 03:00:00      2.6575M      0.0346M 
  1877) 1947/03/20 04:00:00      2.0479M      0.0159M 
  1878) 1947/03/20 05:00:00      1.6821M      0.1166M 
  1879) 1947/03/20 06:00:00      1.5297M      0.1575M 
  1880) 1947/03/20 07:00:00      1.7431M      0.2117M 
  1881) 1947/03/20 08:00:00      2.2003M      0.2247M 
  1882) 1947/03/20 09:00:00      2.8099M      0.2443M 
  1883) 1947/03/20 10:00:00      3.3890M      0.2718M 
  1884) 1947/03/20 11:00:00      3.6024M      0.0532M 
  1885) 1947/03/20 12:00:00      3.9377M      0.1639M 
  1886) 1947/03/20 13:00:00      4.0291M      0.3541M 
  1887) 1947/03/20 14:00:00      3.2671M     -0.0115M 
  1888) 1947/03/20 15:00:00      2.5965M     -0.0566M 
  1889) 1947/03/20 16:00:00      1.8345M     -0.1160M 
  1890) 1947/03/20 17:00:00      1.3773M      0.0288M 
  1891) 1947/03/20 18:00:00      1.3773M      0.3701M 
  1892) 1947/03/20 19:00:00      1.4992M      0.4530M 
  1893) 1947/03/20 20:00:00      1.8345M      0.4032M 
  1894) 1947/03/20 21:00:00      2.2917M      0.2448M 
  1895) 1947/03/20 22:00:00      2.9623M      0.2532M 
  1896) 1947/03/20 23:00:00      3.4804M      0.1849M 
  1897) 1947/03/21 00:00:00      3.8157M      0.0854M 
  1898) 1947/03/21 01:00:00      4.1815M      0.3478M 
  1899) 1947/03/21 02:00:00      4.1205M      0.5495M 
  1900) 1947/03/21 03:00:00      3.6633M      0.6502M 
  1901) 1947/03/21 04:00:00      2.8708M      0.5720M 
  1902) 1947/03/21 05:00:00      2.0479M      0.4088M 
  1903) 1947/03/21 06:00:00      1.5907M      0.3760M 
  1904) 1947/03/21 07:00:00      1.3468M      0.1701M 
  1905) 1947/03/21 08:00:00      1.4383M     -0.0966M 
  1906) 1947/03/21 09:00:00      2.2917M      0.1200M 
  1907) 1947/03/21 10:00:00      3.0537M      0.1741M 
  1908) 1947/03/21 11:00:00      3.6633M      0.2041M 
  1909) 1947/03/21 12:00:00      3.9377M      0.0699M 
  1910) 1947/03/21 13:00:00      4.0291M      0.0616M 
  1911) 1947/03/21 14:00:00      3.7243M      0.0321M 
  1912) 1947/03/21 15:00:00      3.1147M      0.0033M 
  1913) 1947/03/21 16:00:00      2.2612M     -0.0614M 
  1914) 1947/03/21 17:00:00      1.4383M     -0.0896M 
  1915) 1947/03/21 18:00:00      0.8287M     -0.1162M 
  1916) 1947/03/21 19:00:00      0.6763M     -0.0700M 
  1917) 1947/03/21 20:00:00      0.9201M     -0.0699M 
  1918) 1947/03/21 21:00:00      1.5907M      0.0111M 
  1919) 1947/03/21 22:00:00      2.4441M      0.0968M 
  1920) 1947/03/21 23:00:00      3.0537M     -0.0047M 
  1921) 1947/03/22 00:00:00      3.7243M      0.0776M 
  1922) 1947/03/22 01:00:00      3.9681M     -0.0098M 
  1923) 1947/03/22 02:00:00      3.8767M     -0.0136M 
  1924) 1947/03/22 03:00:00      3.4195M     -0.0085M 
  1925) 1947/03/22 04:00:00      2.6575M     -0.0354M 
  1926) 1947/03/22 05:00:00      1.8345M     -0.0392M 
  1927) 1947/03/22 06:00:00      1.3773M      0.1527M 
  1928) 1947/03/22 07:00:00      1.2249M      0.2887M 
  1929) 1947/03/22 08:00:00      1.5907M      0.4754M 
  1930) 1947/03/22 09:00:00      2.2003M      0.5080M 
  1931) 1947/03/22 10:00:00      3.0537M      0.5509M 
  1932) 1947/03/22 11:00:00      3.7853M      0.5284M 
  1933) 1947/03/22 12:00:00      4.3339M      0.5150M 
  1934) 1947/03/22 13:00:00      4.5777M      0.4423M 
  1935) 1947/03/22 14:00:00      4.3949M      0.3489M 
  1936) 1947/03/22 15:00:00      3.9377M      0.3637M 
  1937) 1947/03/22 16:00:00      3.1147M      0.3007M 
  1938) 1947/03/22 17:00:00      2.1393M      0.2420M 
  1939) 1947/03/22 18:00:00      1.3773M      0.2904M 
  1940) 1947/03/22 19:00:00      0.9811M      0.3642M 
  1941) 1947/03/22 20:00:00      1.0725M      0.4448M 
  1942) 1947/03/22 21:00:00      1.5907M      0.4991M 
  1943) 1947/03/22 22:00:00      2.4441M      0.5711M 
  1944) 1947/03/22 23:00:00      3.2061M      0.4873M 
  1945) 1947/03/23 00:00:00      3.9681M      0.5451M 
  1946) 1947/03/23 01:00:00      4.4253M      0.4726M 
  1947) 1947/03/23 02:00:00      4.3949M      0.2929M 
  1948) 1947/03/23 03:00:00      4.0291M      0.2295M 
  1949) 1947/03/23 04:00:00      3.2671M      0.1180M 
  1950) 1947/03/23 05:00:00      2.3527M      0.0779M 
  1951) 1947/03/23 06:00:00      1.5907M      0.1627M 
  1952) 1947/03/23 07:00:00      1.1335M      0.2490M 
  1953) 1947/03/23 08:00:00      1.1335M      0.3291M 
  1954) 1947/03/23 09:00:00      1.6821M      0.4666M 
  1955) 1947/03/23 10:00:00      2.5051M      0.5104M 
  1956) 1947/03/23 11:00:00      3.4195M      0.5169M 
  1957) 1947/03/23 12:00:00      4.0901M      0.4637M 
  1958) 1947/03/23 13:00:00      4.5777M      0.4490M 
  1959) 1947/03/23 14:00:00      4.6387M      0.3556M 
  1960) 1947/03/23 15:00:00      4.2729M      0.2908M 
  1961) 1947/03/23 16:00:00      3.5109M      0.1814M 
  1962) 1947/03/23 17:00:00      2.5660M      0.1425M 
  1963) 1947/03/23 18:00:00      1.5907M      0.1407M 
  1964) 1947/03/23 19:00:00      0.9201M      0.1975M 
  1965) 1947/03/23 20:00:00      0.7372M      0.2928M 
  1966) 1947/03/23 21:00:00      1.0420M      0.3561M 
  1967) 1947/03/23 22:00:00      1.8040M      0.4533M 
  1968) 1947/03/23 23:00:00      2.7184M      0.4597M 
  1969) 1947/03/24 00:00:00      3.4804M      0.3928M 
  1970) 1947/03/24 01:00:00      4.1205M      0.3777M 
  1971) 1947/03/24 02:00:00      4.4863M      0.3454M 
  1972) 1947/03/24 03:00:00      4.1815M      0.1135M 
  1973) 1947/03/24 04:00:00      3.6633M      0.0929M 
  1974) 1947/03/24 05:00:00      2.8099M      0.0383M 
  1975) 1947/03/24 06:00:00      1.8955M      0.0687M 
  1976) 1947/03/24 07:00:00      1.1944M      0.1424M 
  1977) 1947/03/24 08:00:00      0.9201M      0.2259M 
  1978) 1947/03/24 09:00:00      1.1335M      0.2838M 
  1979) 1947/03/24 10:00:00      1.8345M      0.3683M 
  1980) 1947/03/24 11:00:00      2.8099M      0.4223M 
  1981) 1947/03/24 12:00:00      3.5719M      0.2893M 
  1982) 1947/03/24 13:00:00      4.2729M      0.3426M 
  1983) 1947/03/24 14:00:00      4.5777M      0.2521M 
  1984) 1947/03/24 15:00:00      4.4253M      0.1500M 
  1985) 1947/03/24 16:00:00      3.8767M      0.0912M 
  1986) 1947/03/24 17:00:00      3.0537M      0.0608M 
  1987) 1947/03/24 18:00:00      1.9869M     -0.0140M 
  1988) 1947/03/24 19:00:00      1.1335M      0.0629M 
  1989) 1947/03/24 20:00:00      0.6153M      0.1001M 
  1990) 1947/03/24 21:00:00      0.6153M      0.1479M 
  1991) 1947/03/24 22:00:00      1.0725M      0.1573M 
  1992) 1947/03/24 23:00:00      2.0479M      0.3196M 
  1993) 1947/03/25 00:00:00      2.8708M      0.2179M 
  1994) 1947/03/25 01:00:00      3.5719M      0.1763M 
  1995) 1947/03/25 02:00:00      4.1815M      0.2181M 
  1996) 1947/03/25 03:00:00      4.1815M      0.0122M 
  1997) 1947/03/25 04:00:00      3.8767M     -0.0096M 
  1998) 1947/03/25 05:00:00      3.1147M     -0.1265M 
  1999) 1947/03/25 06:00:00      2.2003M     -0.1534M 
  2000) 1947/03/25 07:00:00      1.3773M     -0.0549M 
  2001) 1947/03/25 08:00:00      1.1335M      0.3144M 
  2002) 1947/03/25 09:00:00      0.8287M      0.1439M 
  2003) 1947/03/25 10:00:00      1.4078M      0.3564M 
  2004) 1947/03/25 11:00:00      2.2612M      0.4446M 
  2005) 1947/03/25 12:00:00      3.3280M      0.5505M 
  2006) 1947/03/25 13:00:00      3.7853M      0.2160M 
  2007) 1947/03/25 14:00:00      4.3644M      0.2386M 
  2008) 1947/03/25 15:00:00      4.5168M      0.1473M 
  2009) 1947/03/25 16:00:00      4.2120M      0.0890M 
  2010) 1947/03/25 17:00:00      3.7548M      0.2582M 
  2011) 1947/03/25 18:00:00      2.5660M     -0.0546M 
  2012) 1947/03/25 19:00:00      1.5297M     -0.0992M 
  2013) 1947/03/25 20:00:00      0.8287M     -0.0132M 
  2014) 1947/03/25 21:00:00      0.5543M      0.0484M 
  2015) 1947/03/25 22:00:00      0.7982M      0.1245M 
  2016) 1947/03/25 23:00:00      1.4078M      0.1380M 
  2017) 1947/03/26 00:00:00      2.4136M      0.2706M 
  2018) 1947/03/26 01:00:00      3.1147M      0.1409M 
  2019) 1947/03/26 02:00:00      3.8157M      0.2098M 
  2020) 1947/03/26 03:00:00      4.1815M      0.1368M 
  2021) 1947/03/26 04:00:00      4.0291M     -0.0153M 
  2022) 1947/03/26 05:00:00      3.5719M     -0.0331M 
  2023) 1947/03/26 06:00:00      2.8099M     -0.0637M 
  2024) 1947/03/26 07:00:00      1.8955M     -0.0778M 
  2025) 1947/03/26 08:00:00      0.8287M     -0.3410M 
  2026) 1947/03/26 09:00:00      0.7372M     -0.0248M 
  2027) 1947/03/26 10:00:00      0.9201M      0.0866M 
  2028) 1947/03/26 11:00:00      1.5297M      0.1839M 
  2029) 1947/03/26 12:00:00      2.2917M      0.1136M 
  2030) 1947/03/26 13:00:00      3.2671M      0.2021M 
  2031) 1947/03/26 14:00:00      3.9377M      0.2152M 
  2032) 1947/03/26 15:00:00      4.3949M      0.2130M 
  2033) 1947/03/26 16:00:00      4.1205M     -0.1400M 
  2034) 1947/03/26 17:00:00      4.0291M      0.1536M 
  2035) 1947/03/26 18:00:00      3.2671M      0.0879M 
  2036) 1947/03/26 19:00:00      2.1393M     -0.1520M 
  2037) 1947/03/26 20:00:00      1.5907M      0.1949M 
  2038) 1947/03/26 21:00:00      1.0420M      0.2308M 
  2039) 1947/03/26 22:00:00      0.8896M      0.2060M 
  2040) 1947/03/26 23:00:00      1.2249M      0.2214M 
  2041) 1947/03/27 00:00:00      1.9869M      0.3188M 
  2042) 1947/03/27 01:00:00      2.9013M      0.4079M 
  2043) 1947/03/27 02:00:00      3.5719M      0.4020M 
  2044) 1947/03/27 03:00:00      4.0901M      0.3959M 
  2045) 1947/03/27 04:00:00      4.2729M      0.2945M 
  2046) 1947/03/27 05:00:00      4.0291M      0.2112M 
  2047) 1947/03/27 06:00:00      3.4804M      0.1847M 
  2048) 1947/03/27 07:00:00      2.6575M      0.1115M 
  2049) 1947/03/27 08:00:00      1.8345M      0.1204M 
  2050) 1947/03/27 09:00:00      1.2859M      0.2006M 
  2051) 1947/03/27 10:00:00      1.0725M      0.2082M 
  2052) 1947/03/27 11:00:00      1.2859M      0.2128M 
  2053) 1947/03/27 12:00:00      1.8955M      0.2521M 
  2054) 1947/03/27 13:00:00      2.6575M      0.2115M 
  2055) 1947/03/27 14:00:00      3.4195M      0.2355M 
  2056) 1947/03/27 15:00:00      3.9681M      0.2398M 
  2057) 1947/03/27 16:00:00      4.3339M      0.2457M 
  2058) 1947/03/27 17:00:00      4.2425M      0.1993M 
  2059) 1947/03/27 18:00:00      3.7853M      0.1809M 
  2060) 1947/03/27 19:00:00      3.0537M      0.1426M 
  2061) 1947/03/27 20:00:00      2.2003M      0.1098M 
  2062) 1947/03/27 21:00:00      1.5907M      0.2290M 
  2063) 1947/03/27 22:00:00      1.1335M      0.1606M 
  2064) 1947/03/27 23:00:00      1.2249M      0.2364M 
  2065) 1947/03/28 00:00:00      1.5907M      0.2229M 
  2066) 1947/03/28 01:00:00      2.2917M      0.2822M 
  2067) 1947/03/28 02:00:00      3.1756M      0.4775M 
  2068) 1947/03/28 03:00:00      3.7243M      0.4990M 
  2069) 1947/03/28 04:00:00      4.0291M      0.3793M 
  2070) 1947/03/28 05:00:00      3.9377M      0.1375M 
  2071) 1947/03/28 06:00:00      3.5719M      0.0063M 
  2072) 1947/03/28 07:00:00      3.1147M      0.0767M 
  2073) 1947/03/28 08:00:00      2.4441M      0.1059M 
  2074) 1947/03/28 09:00:00      1.7431M      0.1080M 
  2075) 1947/03/28 10:00:00      1.2859M      0.1119M 
  2076) 1947/03/28 11:00:00      1.1944M      0.1264M 
  2077) 1947/03/28 12:00:00      1.4383M      0.1225M 
  2078) 1947/03/28 13:00:00      2.0479M      0.1962M 
  2079) 1947/03/28 14:00:00      2.7489M      0.2102M 
  2080) 1947/03/28 15:00:00      3.3280M      0.2069M 
  2081) 1947/03/28 16:00:00      3.8157M      0.2251M 
  2082) 1947/03/28 17:00:00      4.0291M      0.1581M 
  2083) 1947/03/28 18:00:00      3.9377M      0.1493M 
  2084) 1947/03/28 19:00:00      3.5109M      0.1274M 
  2085) 1947/03/28 20:00:00      2.8099M      0.0435M 
  2086) 1947/03/28 21:00:00      2.1393M      0.0611M 
  2087) 1947/03/28 22:00:00      1.6516M      0.1241M 
  2088) 1947/03/28 23:00:00      1.3773M      0.1083M 
  2089) 1947/03/29 00:00:00      1.4383M      0.1073M 
  2090) 1947/03/29 01:00:00      1.8345M      0.1624M 
  2091) 1947/03/29 02:00:00      2.5965M      0.3890M 
  2092) 1947/03/29 03:00:00      3.3280M      0.5995M 
  2093) 1947/03/29 04:00:00      3.7243M      0.5741M 
  2094) 1947/03/29 05:00:00      3.8767M      0.3837M 
  2095) 1947/03/29 06:00:00      3.7853M      0.2052M 
  2096) 1947/03/29 07:00:00      3.4804M      0.1164M 
  2097) 1947/03/29 08:00:00      2.9623M      0.0621M 
  2098) 1947/03/29 09:00:00      2.4136M      0.1101M 
  2099) 1947/03/29 10:00:00      1.8955M      0.1558M 
  2100) 1947/03/29 11:00:00      1.5907       0.2102  
  2101) 1947/03/29 12:00:00      1.4383       0.1456  
  2102) 1947/03/29 13:00:00      1.7431       0.2635  
  2103) 1947/03/29 14:00:00      2.1393       0.2364  
  2104) 1947/03/29 15:00:00      2.5965       0.1626  
  2105) 1947/03/29 16:00:00      3.0537       0.1458  
  2106) 1947/03/29 17:00:00      3.5719       0.2331  
  2107) 1947/03/29 18:00:00      3.7853       0.1897  
  2108) 1947/03/29 19:00:00      3.7243       0.1538  
  2109) 1947/03/29 20:00:00      3.4195       0.1465  
  2110) 1947/03/29 21:00:00      2.9623       0.1740  
  2111) 1947/03/29 22:00:00      2.4441       0.1901  
  2112) 1947/03/29 23:00:00      2.0479       0.2188  
  2113) 1947/03/30 00:00:00      1.8345       0.2278  
  2114) 1947/03/30 01:00:00      1.8955       0.2788  
  2115) 1947/03/30 02:00:00      2.1393       0.2974  
  2116) 1947/03/30 03:00:00      2.5660       0.3409  
  2117) 1947/03/30 04:00:00      2.9013       0.2895  
  2118) 1947/03/30 05:00:00      3.3280       0.3477  
  2119) 1947/03/30 06:00:00      3.5719       0.2861  
  2120) 1947/03/30 07:00:00      3.6633       0.2644  
  2121) 1947/03/30 08:00:00      3.4804       0.2083  
  2122) 1947/03/30 09:00:00      3.0537       0.1351  
  2123) 1947/03/30 10:00:00      2.5660       0.1261  
  2124) 1947/03/30 11:00:00      2.1393       0.1706  
  2125) 1947/03/30 12:00:00      1.8040       0.1847  
  2126) 1947/03/30 13:00:00      1.5907       0.1334  
  2127) 1947/03/30 14:00:00      1.6516       0.1420  
  2128) 1947/03/30 15:00:00      1.8955       0.1165  
  2129) 1947/03/30 16:00:00      2.2917       0.1167  
  2130) 1947/03/30 17:00:00      2.7489       0.1435  
  2131) 1947/03/30 18:00:00      3.2671       0.2280  
  2132) 1947/03/30 19:00:00      3.5109       0.1636  
  2133) 1947/03/30 20:00:00      3.6329       0.1843  
  2134) 1947/03/30 21:00:00      3.4195       0.1177  
  2135) 1947/03/30 22:00:00      3.0232       0.0583  
  2136) 1947/03/30 23:00:00      2.5965       0.0490  
  2137) 1947/03/31 00:00:00      2.2003       0.0401  
  2138) 1947/03/31 01:00:00      1.8955       0.0113  
  2139) 1947/03/31 02:00:00      1.8040       0.0335  
  2140) 1947/03/31 03:00:00      1.8955       0.0518  
  2141) 1947/03/31 04:00:00      2.1393       0.0506  
  2142) 1947/03/31 05:00:00      2.4441       0.0317  
  2143) 1947/03/31 06:00:00      2.8708       0.0885  
  2144) 1947/03/31 07:00:00      3.2061       0.0898  
  2145) 1947/03/31 08:00:00      3.4195       0.0976  
  2146) 1947/03/31 09:00:00      3.4195       0.1015  
  2147) 1947/03/31 10:00:00      3.1756       0.0946  
  2148) 1947/03/31 11:00:00      2.7489       0.0645  
  2149) 1947/03/31 12:00:00      2.3527       0.1282  
  2150) 1947/03/31 13:00:00      1.8955       0.0950  
  2151) 1947/03/31 14:00:00      1.5907       0.0895  
  2152) 1947/03/31 15:00:00      1.4383       0.0480  
  2153) 1947/03/31 16:00:00      1.5907       0.0715  
  2154) 1947/03/31 17:00:00      1.9564       0.1096  
  2155) 1947/03/31 18:00:00      2.4136       0.1177  
  2156) 1947/03/31 19:00:00      2.9013       0.1162  
  2157) 1947/03/31 20:00:00      3.3585       0.1570  
  2158) 1947/03/31 21:00:00      3.6329       0.1785  
  2159) 1947/03/31 22:00:00      3.6329       0.1777  
  2160) 1947/03/31 23:00:00      3.3280       0.1009  
  2161) 1947/04/01 00:00:00      2.9623       0.1159  
  2162) 1947/04/01 01:00:00      2.4441       0.0349  
  2163) 1947/04/01 02:00:00      2.0479       0.0307  
  2164) 1947/04/01 03:00:00      1.7431      -0.0122  
  2165) 1947/04/01 04:00:00      1.6821      -0.0135  
  2166) 1947/04/01 05:00:00      1.9564       0.0856  
  2167) 1947/04/01 06:00:00      2.3527       0.1410  
  2168) 1947/04/01 07:00:00      2.8099       0.1661  
  2169) 1947/04/01 08:00:00      3.2671       0.2053  
  2170) 1947/04/01 09:00:00      3.5719       0.1896  
  2171) 1947/04/01 10:00:00      3.6329       0.1433  
  2172) 1947/04/01 11:00:00      3.4804       0.1539  
  2173) 1947/04/01 12:00:00      3.0537       0.1151  
  2174) 1947/04/01 13:00:00      2.5051       0.0961  
  2175) 1947/04/01 14:00:00      1.8955       0.0415  
  2176) 1947/04/01 15:00:00      1.4383       0.0400  
  2177) 1947/04/01 16:00:00      1.1944       0.0454  
  2178) 1947/04/01 17:00:00      1.2249       0.0213  
  2179) 1947/04/01 18:00:00      1.6516       0.1076  
  2180) 1947/04/01 19:00:00      2.2003       0.1285  
  2181) 1947/04/01 20:00:00      2.8099       0.1488  
  2182) 1947/04/01 21:00:00      3.4195       0.2187  
  2183) 1947/04/01 22:00:00      3.7853       0.2019  
  2184) 1947/04/01 23:00:00      3.8157       0.1399  
  2185) 1947/04/02 00:00:00      3.5719       0.0975  
  2186) 1947/04/02 01:00:00      3.1147       0.0719  
  2187) 1947/04/02 02:00:00      2.5660       0.0727  
  2188) 1947/04/02 03:00:00      1.9869       0.0234  
  2189) 1947/04/02 04:00:00      1.5907       0.0097  
  2190) 1947/04/02 05:00:00      1.5297       0.0695  
  2191) 1947/04/02 06:00:00      1.8040       0.1460  
  2192) 1947/04/02 07:00:00      2.2612       0.1689  
  2193) 1947/04/02 08:00:00      2.8708       0.2322  
  2194) 1947/04/02 09:00:00      3.3585       0.2013  
  2195) 1947/04/02 10:00:00      3.7243       0.1514  
  2196) 1947/04/02 11:00:00      3.8767       0.1418  
  2197) 1947/04/02 12:00:00      3.7243       0.1557  
  2198) 1947/04/02 13:00:00      3.1756       0.0652  
  2199) 1947/04/02 14:00:00      2.5051       0.0503  
  2200) 1947/04/02 15:00:00      1.7431      -0.0053  
  2201) 1947/04/02 16:00:00      1.1944       0.0291  
  2202) 1947/04/02 17:00:00      0.8896       0.0395  
  2203) 1947/04/02 18:00:00      0.9811       0.0581  
  2204) 1947/04/02 19:00:00      1.4383       0.0867  
  2205) 1947/04/02 20:00:00      2.1393       0.1314  
  2206) 1947/04/02 21:00:00      2.8099       0.1038  
  2207) 1947/04/02 22:00:00      3.4804       0.1355  
  2208) 1947/04/02 23:00:00      3.9377       0.1463  
  2209) 1947/04/03 00:00:00      3.9681       0.0856  
  2210) 1947/04/03 01:00:00      3.6633       0.0469  
  2211) 1947/04/03 02:00:00      3.1147       0.0451  
  2212) 1947/04/03 03:00:00      2.4136       0.0337  
  2213) 1947/04/03 04:00:00      1.7431       0.0072  
  2214) 1947/04/03 05:00:00      1.2859      -0.0180  
  2215) 1947/04/03 06:00:00      1.2859       0.0647  
  2216) 1947/04/03 07:00:00      1.5907       0.0635  
  2217) 1947/04/03 08:00:00      2.2003       0.0836  
  2218) 1947/04/03 09:00:00      2.9623       0.1731  
  2219) 1947/04/03 10:00:00      3.5109       0.1245  
  2220) 1947/04/03 11:00:00      3.8767       0.0323  
  2221) 1947/04/03 12:00:00      3.8767      -0.1001  
  2222) 1947/04/03 13:00:00      3.6633      -0.0638  
  2223) 1947/04/03 14:00:00      3.1147      -0.0292  
  2224) 1947/04/03 15:00:00      2.2612      -0.0767  
  2225) 1947/04/03 16:00:00      1.4383      -0.0627  
  2226) 1947/04/03 17:00:00      0.8287      -0.0317  
  2227) 1947/04/03 18:00:00      0.6153       0.0377  
  2228) 1947/04/03 19:00:00      0.7677       0.0134  
  2229) 1947/04/03 20:00:00      1.4992       0.1675  
  2230) 1947/04/03 21:00:00      2.3527       0.2235  
  2231) 1947/04/03 22:00:00      3.1147       0.2109  
  2232) 1947/04/03 23:00:00      3.8157       0.2259  
  2233) 1947/04/04 00:00:00      4.1815       0.1768  
  2234) 1947/04/04 01:00:00      4.0291       0.0296  
  2235) 1947/04/04 02:00:00      3.7243       0.1213  
  2236) 1947/04/04 03:00:00      2.9623       0.0510  
  2237) 1947/04/04 04:00:00      2.1393       0.0462  
  2238) 1947/04/04 05:00:00      1.4383       0.0394  
  2239) 1947/04/04 06:00:00      1.0725       0.0604  
  2240) 1947/04/04 07:00:00      1.1944       0.1366  
  2241) 1947/04/04 08:00:00      1.6516       0.1170  
  2242) 1947/04/04 09:00:00      2.5051       0.2053  
  2243) 1947/04/04 10:00:00      3.2671       0.2091  
  2244) 1947/04/04 11:00:00      3.8157       0.1242  
  2245) 1947/04/04 12:00:00      4.0291      -0.0871  
  2246) 1947/04/04 13:00:00      4.1815       0.0428  
  2247) 1947/04/04 14:00:00      3.7243      -0.0290  
  2248) 1947/04/04 15:00:00      2.9623      -0.0616  
  2249) 1947/04/04 16:00:00      1.9869      -0.0913  
  2250) 1947/04/04 17:00:00      1.0725      -0.1016  
  2251) 1947/04/04 18:00:00      0.4629      -0.1067  
  2252) 1947/04/04 19:00:00      0.3715      -0.0410  
  2253) 1947/04/04 20:00:00      0.7677       0.0146  
  2254) 1947/04/04 21:00:00      1.4383      -0.0684  
  2255) 1947/04/04 22:00:00      2.3527      -0.0467  
  2256) 1947/04/04 23:00:00      3.2671       0.0692  
  2257) 1947/04/05 00:00:00      3.9377       0.0798  
  2258) 1947/04/05 01:00:00      4.1815       0.0360  
  2259) 1947/04/05 02:00:00      3.9377      -0.0430  
  2260) 1947/04/05 03:00:00      3.3585      -0.0694  
  2261) 1947/04/05 04:00:00      2.5051      -0.0918  
  2262) 1947/04/05 05:00:00      1.6516      -0.0539  
  2263) 1947/04/05 06:00:00      0.9811      -0.0689  
  2264) 1947/04/05 07:00:00      0.7372      -0.0613  
  2265) 1947/04/05 08:00:00      1.0420       0.0122  
  2266) 1947/04/05 09:00:00      1.7431       0.0396  
  2267) 1947/04/05 10:00:00      2.7184       0.1204  
  2268) 1947/04/05 11:00:00      3.4195       0.0461  
  2269) 1947/04/05 12:00:00      3.9377      -0.0537  
  2270) 1947/04/05 13:00:00      4.3339       0.0302  
  2271) 1947/04/05 14:00:00      4.0901      -0.0786  
  2272) 1947/04/05 15:00:00      3.4804      -0.1522  
  2273) 1947/04/05 16:00:00      2.5051      -0.2619  
  2274) 1947/04/05 17:00:00      1.4992      -0.2341  
  2275) 1947/04/05 18:00:00      0.5848      -0.2717  
  2276) 1947/04/05 19:00:00      0.1581      -0.2244  
  2277) 1947/04/05 20:00:00      0.3715      -0.0424  
  2278) 1947/04/05 21:00:00      0.9811       0.0352  
  2279) 1947/04/05 22:00:00      1.8955       0.0519  
  2280) 1947/04/05 23:00:00      2.9013       0.1560  
  2281) 1947/04/06 00:00:00      3.7243       0.2106  
  2282) 1947/04/06 01:00:00      4.3339       0.2715  
  2283) 1947/04/06 02:00:00      4.4253       0.2659  
  2284) 1947/04/06 03:00:00      4.0901       0.2743  
  2285) 1947/04/06 04:00:00      3.3585       0.2430  
  2286) 1947/04/06 05:00:00      2.5051       0.3167  
  2287) 1947/04/06 06:00:00      1.7431       0.4284  
  2288) 1947/04/06 07:00:00      1.3468       0.5584  
  2289) 1947/04/06 08:00:00      1.3468       0.6141  
  2290) 1947/04/06 09:00:00      2.0479       0.8812  
  2291) 1947/04/06 10:00:00      2.8099       0.8007  
  2292) 1947/04/06 11:00:00      3.5109       0.5800  
  2293) 1947/04/06 12:00:00      4.3339       0.6707  
  2294) 1947/04/06 13:00:00      4.6997       0.4952  
  2295) 1947/04/06 14:00:00      4.6997       0.3510  
  2296) 1947/04/06 15:00:00      4.3339       0.2842  
  2297) 1947/04/06 16:00:00      3.5719       0.1946  
  2298) 1947/04/06 17:00:00      2.6575       0.2430  
  2299) 1947/04/06 18:00:00      1.7431       0.3588  
